Source Url,permID,ALIU Index,Last Name,First Name,First Name Last Name,permID,Name Variants
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX330,"Dubreuil, J.",Dubreuil,J.,J. Dubreuil,ALIUINDEX330,"J. Dubreuil,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX331,Ducher,Ducher,, Ducher,ALIUINDEX331,"Ducher,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX332,Duits Gallery,Duits Gallery,, Duits Gallery,ALIUINDEX332,"Duits Gallery,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX333,"Dupont, M.",Dupont,M.,M. Dupont,ALIUINDEX333,"M. Dupont,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX334,Duprez,Duprez,, Duprez,ALIUINDEX334,"Duprez,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX335,Dupuy,Dupuy,, Dupuy,ALIUINDEX335,"Dupuy,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX336,Durand-Ruel,Durand-Ruel,, Durand-Ruel,ALIUINDEX336,"Durand-Ruel,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX337,"Duthey, Jean Paul Louis",Duthey,Jean Paul Louis,Jean Paul Louis Duthey,ALIUINDEX337,"Jean Paul Louis Duthey,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX338,"Duval, Jean",Duval,Jean,Jean Duval,ALIUINDEX338,"Jean Duval,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX339,"Duval, Raymond",Duval,Raymond,Raymond Duval,ALIUINDEX339,"Raymond Duval,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX340,"Dworschak, Dr. Fritz",Dworschak,Dr. Fritz,Dr. Fritz Dworschak,ALIUINDEX340,"Dr. Fritz Dworschak,Fritz Dworschak,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX341,"Dworschak, Frau",Dworschak,Frau,Frau Dworschak,ALIUINDEX341,"Frau Dworschak,Madame Dworschak,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX342,"Ebeling, Prof Dr.",Ebeling,Prof Dr.,Prof Dr. Ebeling,ALIUINDEX342,"Prof Dr. Ebeling,Prof Ebeling,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX343,"Ebert, Prof.",Ebert,Prof.,Prof. Ebert,ALIUINDEX343,"Prof. Ebert,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX344,"Eckert Mueller, Captain",Eckert Mueller,Captain,Captain Eckert Mueller,ALIUINDEX344,"Captain Eckert Mueller,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX345,"Eder, Max",Eder,Max,Max Eder,ALIUINDEX345,"Max Eder,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX346,"Eggemann, Frl. Dr. Helga",Eggemann,Frl. Dr. Helga,Frl. Dr. Helga Eggemann,ALIUINDEX346,"Frl. Dr. Helga Eggemann,Frl. Helga Eggemann,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX347,"Eich, Hermann",Eich,Hermann,Hermann Eich,ALIUINDEX347,"Hermann Eich,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX348,"Eigruber, August (Gauleiter)",Eigruber,August (Gauleiter),August (Gauleiter) Eigruber,ALIUINDEX348,"August (Gauleiter) Eigruber,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX349,Einsatzstab Rosenberg (E.R.R.),"Einsatzstab
 Rosenberg (E.R.R.)",," Einsatzstab
 Rosenberg (E.R.R.)",ALIUINDEX349,"Einsatzstab Rosenberg (E.R.R.),E.R.R.,ERR,Einsatstab Rosenberg"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX350,"Engel, Galerie Hugo",Engel,Galerie Hugo,Galerie Hugo Engel,ALIUINDEX350,"Galerie Hugo Engel,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX351,"Engel, Herbert",Engel,Herbert,Herbert Engel,ALIUINDEX351,"Herbert Engel,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX352,"Engel, Hugo",Engel,Hugo,Hugo Engel,ALIUINDEX352,"Hugo Engel,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX353,Engrand (Lengrand?),"Engrand
 (Lengrand?)",," Engrand
 (Lengrand?)",ALIUINDEX353," Engrand (Lengrand?),Legrand,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX354,Epoques Galerie,Epoques Galerie,, Epoques Galerie,ALIUINDEX354,"Epoques Galerie,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX355,"Epting, Dr. Karl",Epting,Dr. Karl,Dr. Karl Epting,ALIUINDEX355,"Dr. Karl Epting,Karl Epting,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX356,"Erasmus, Dr.",Erasmus,Dr.,Dr. Erasmus,ALIUINDEX356,"Dr. Erasmus,Erasmus,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX357,"Erlich, Andre and Jacques (Brothers)",Erlich,Andre and Jacques (Brothers),Andre and Jacques (Brothers) Erlich,ALIUINDEX357,"Andre and Jacques (Brothers) Erlich,Andre and Jacques (Brothers) Erlich,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX358,"Ernst, Frl.",Ernst,Frl.,Frl. Ernst,ALIUINDEX358,"Frl. Ernst,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX359,"Ernst, Prof. Richard",Ernst,Prof. Richard,Prof. Richard Ernst,ALIUINDEX359,"Prof. Richard Ernst,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX360,"Esser, Dr. W.",Esser,Dr. W.,Dr. W. Esser,ALIUINDEX360,"Dr. W. Esser,W. Esser,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX361,"Evers, (Major) Prof. Hans Gerhard",Evers,(Major) Prof. Hans Gerhard,(Major) Prof. Hans Gerhard Evers,ALIUINDEX361,"(Major) Prof. Hans Gerhard Evers,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX362,"Evers, Dr. W.",Evers,Dr. W.,Dr. W. Evers,ALIUINDEX362,"Dr. W. Evers,W. Evers,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index.html#a,ALIUINDEX363,"Ewig, Dr. Eugen",Ewig,Dr. Eugen,Dr. Eugen Ewig,ALIUINDEX363,"Dr. Eugen Ewig,Eugen Ewig,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX364,"Fabian, Major",Fabian,Major,Major Fabian,ALIUINDEX364,"Major Fabian,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX365,"Fabiani, Martin",Fabiani,Martin,Martin Fabiani,ALIUINDEX365,"Martin Fabiani,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX366,Fabre,Fabre,, Fabre,ALIUINDEX366,"Fabre,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX367,Fagenau,Fagenau,, Fagenau,ALIUINDEX367,"Fagenau,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX368,"Fahrbach, Georg",Fahrbach,Georg,Georg Fahrbach,ALIUINDEX368,"Georg Fahrbach,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX369,"Feierabend, Frau Dolly",Feierabend,Frau Dolly,Frau Dolly Feierabend,ALIUINDEX369,"Frau Dolly Feierabend,Dolly Feierabend,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX370,Feiler,Feiler,, Feiler,ALIUINDEX370,"Feiler,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX371,"Feist-Wollehein, Dr. Hans",Feist-Wollehein,Dr. Hans,Dr. Hans Feist-Wollehein,ALIUINDEX371,"Dr. Hans Feist-Wollehein,Hans Feist-Wollehein,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX372,"Feldhusen, Lieut.",Feldhusen,Lieut.,Lieut. Feldhusen,ALIUINDEX372,"Lieut. Feldhusen,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX373,"Fellner, Galerie",Fellner,Galerie,Galerie Fellner,ALIUINDEX373,"Galerie Fellner,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX374,"Fels, Fraulein",Fels,Fraulein,Fraulein Fels,ALIUINDEX374,"Fraulein Fels,Fraulein Fels,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX375,"Feral, J.",Feral,J.,J. Feral,ALIUINDEX375,"J. Feral,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX376,"Feuchtinger, General",Feuchtinger,General,General Feuchtinger,ALIUINDEX376,"General Feuchtinger,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX377,"Feuve, R.",Feuve,R.,R. Feuve,ALIUINDEX377,"R. Feuve,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX378,"Fick, Roderich",Fick,Roderich,Roderich Fick,ALIUINDEX378,"Roderich Fick,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX379,"Fischboeck, Dr. Hans",Fischboeck,Dr. Hans,Dr. Hans Fischboeck,ALIUINDEX379,"Dr. Hans Fischboeck,Hans Fischboeck,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX380,Fischer,Fischer,, Fischer,ALIUINDEX380,"Fischer,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX381,Fischer Gallery,Fischer Gallery,, Fischer Gallery,ALIUINDEX381,"Fischer Gallery,Galérie Fischer,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX382,"Fischer, Theodor",Fischer,Theodor,Theodor Fischer,ALIUINDEX382,"Theodor Fischer,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX383,"Fleischer, Walter",Fleischer,Walter,Walter Fleischer,ALIUINDEX383,"Walter Fleischer,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX384,"Flesche, Dr.",Flesche,Dr.,Dr. Flesche,ALIUINDEX384,"Dr. Flesche,Flesche,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX385,"Fliethmann, Dr. Elfriede",Fliethmann,Dr. Elfriede,Dr. Elfriede Fliethmann,ALIUINDEX385,"Dr. Elfriede Fliethmann,Elfriede Fliethmann,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX386,"Foerster, Dr. Otto",Foerster,Dr. Otto,Dr. Otto Foerster,ALIUINDEX386,"Dr. Otto Foerster,Otto Foerster,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX387,"Foerster, Norman",Foerster,Norman,Norman Foerster,ALIUINDEX387,"Norman Foerster,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX388,"Foret Divonne, Raoul Vicomte de la",Foret Divonne,Raoul Vicomte de la,Raoul Vicomte de la Foret Divonne,ALIUINDEX388,"Raoul Vicomte de la Foret Divonne,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX389,Forster,Forster,, Forster,ALIUINDEX389,"Forster,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX390,Fouloux,Fouloux,, Fouloux,ALIUINDEX390,"Fouloux,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX391,Frank,Frank,, Frank,ALIUINDEX391,"Frank,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX392,"Frank, Hans",Frank,Hans,Hans Frank,ALIUINDEX392,"Hans Frank,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX393,"Frank, Myrtel",Frank,Myrtel,Myrtel Frank,ALIUINDEX393,"Myrtel Frank,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX394,"Frank, Philip",Frank,Philip,Philip Frank,ALIUINDEX394,"Philip Frank,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX395,"Frantz, Dr.",Frantz,Dr.,Dr. Frantz,ALIUINDEX395,"Dr. Frantz,Frantz,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX396,Franz Ferdinand,Franz Ferdinand,, Franz Ferdinand,ALIUINDEX396," Franz Ferdinand,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX397,"Frauenberg, Schloss",Frauenberg,Schloss,Schloss Frauenberg,ALIUINDEX397,"Schloss Frauenberg,Schloss Frauenberg,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX398,"Frentzel, Dr.",Frentzel,Dr.,Dr. Frentzel,ALIUINDEX398,"Dr. Frentzel,Frentzel,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX399,Frequin (dealer),Frequin (dealer),, Frequin (dealer),ALIUINDEX399," Frequin (dealer),,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX400,Frequin (photographer),"Frequin
 (photographer)",," Frequin
 (photographer)",ALIUINDEX400," Frequin
 (photographer),,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX401,"Fresacher, Dr. Walter",Fresacher,Dr. Walter,Dr. Walter Fresacher,ALIUINDEX401,"Dr. Walter Fresacher,Walter Fresacher,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX402,Frey,Frey,, Frey,ALIUINDEX402," Frey,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX403,"Frey, Dr. Dagobert",Frey,Dr. Dagobert,Dr. Dagobert Frey,ALIUINDEX403,"Dr. Dagobert Frey,Dagobert Frey,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX404,"Frick, Dr. Wilhelm",Frick,Dr. Wilhelm,Dr. Wilhelm Frick,ALIUINDEX404,"Dr. Wilhelm Frick,Wilhelm Frick,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX405,"Frick, Minister",Frick,Minister,Minister Frick,ALIUINDEX405,"Minister Frick,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX406,Friedlaender,Friedlaender,, Friedlaender,ALIUINDEX406," Friedlaender,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX407,"Friedlaender, Prof. Max J.",Friedlaender,Prof. Max J.,Prof. Max J. Friedlaender,ALIUINDEX407,"Prof. Max J. Friedlaender,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX408,"Fritsch, Irmgard",Fritsch,Irmgard,Irmgard Fritsch,ALIUINDEX408,"Irmgard Fritsch,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX409,"Fritze, Gerhard",Fritze,Gerhard,Gerhard Fritze,ALIUINDEX409,"Gerhard Fritze,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX410,"Fritzsche, Alfred",Fritzsche,Alfred,Alfred Fritzsche,ALIUINDEX410,"Alfred Fritzsche,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX411,"Frodl, Dr. Walter",Frodl,Dr. Walter,Dr. Walter Frodl,ALIUINDEX411,"Dr. Walter Frodl,Walter Frodl,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX412,"Fuchs, Dr. Siegrfried",Fuchs,Dr. Siegrfried,Dr. Siegrfried Fuchs,ALIUINDEX412,"Dr. Siegrfried Fuchs,Siegrfried Fuchs,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX413,Fuehrerbau,Fuehrerbau,, Fuehrerbau,ALIUINDEX413," Fuehrerbau,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX414,"Fuehrmann, Dr. Hans",Fuehrmann,Dr. Hans,Dr. Hans Fuehrmann,ALIUINDEX414,"Dr. Hans Fuehrmann,Hans Fuehrmann,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX415,Fuerstenberg Collection,Fuerstenberg Collection,, Fuerstenberg Collection,ALIUINDEX415," Fuerstenberg Collection,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX416,Fulnmann,Fulnmann,, Fulnmann,ALIUINDEX416," Fulnmann,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX417,"Furst Collection, Leo",Furst Collection,Leo,Leo Furst Collection,ALIUINDEX417,"Leo Furst Collection,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX418,Fussen,Fussen,, Fussen,ALIUINDEX418," Fussen,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX419,"Gabison, Andre",Gabison,Andre,Andre Gabison,ALIUINDEX419,"Andre Gabison,Andre Gabison,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX420,Gaillard,Gaillard,, Gaillard,ALIUINDEX420," Gaillard,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX421,"Gairac, Georges",Gairac,Georges,Georges Gairac,ALIUINDEX421,"Georges Gairac,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX422,"Gall, L.",Gall,L.,L. Gall,ALIUINDEX422,"L. Gall,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX423,"Garin, Ernest",Garin,Ernest,Ernest Garin,ALIUINDEX423,"Ernest Garin,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX424,Geibel,Geibel,, Geibel,ALIUINDEX424," Geibel,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX425,"Geiger, Benno",Geiger,Benno,Benno Geiger,ALIUINDEX425,"Benno Geiger,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX426,Geisenhofer,Geisenhofer,, Geisenhofer,ALIUINDEX426," Geisenhofer,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX427,"Geladakis, B.",Geladakis,B.,B. Geladakis,ALIUINDEX427,"B. Geladakis,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX428,Gense,Gense,, Gense,ALIUINDEX428," Gense,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX429,"Gerard, Mme. Dr.",Gerard,Mme. Dr.,Mme. Dr. Gerard,ALIUINDEX429,"Mme. Dr. Gerard,Mme. Gerard,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX430,"Gerard, Mme. Renee",Gerard,Mme. Renee,Mme. Renee Gerard,ALIUINDEX430,"Mme. Renee Gerard,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX431,"Gerard, Raphael Louis Felix",Gerard,Raphael Louis Felix,Raphael Louis Felix Gerard,ALIUINDEX431,"Raphael Louis Felix Gerard,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX432,"Gerch, Heinrich",Gerch,Heinrich,Heinrich Gerch,ALIUINDEX432,"Heinrich Gerch,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX433,"Gerdemann, Frl.",Gerdemann,Frl.,Frl. Gerdemann,ALIUINDEX433,"Frl. Gerdemann,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX434,"Gerlach, Prof. Dr. Werner",Gerlach,Prof. Dr. Werner,Prof. Dr. Werner Gerlach,ALIUINDEX434,"Prof. Dr. Werner Gerlach,Prof. Werner Gerlach,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX435,"Gerstenberger Gallery
 (Grosshennig)","Gerstenberger
 Gallery
 (Grosshennig)",," Gerstenberger
 Gallery
 (Grosshennig)",ALIUINDEX435," Gerstenberger
 Gallery
 (Grosshennig),,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX436,"Gerum, Josef Karl",Gerum,Josef Karl,Josef Karl Gerum,ALIUINDEX436,"Josef Karl Gerum,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX437,"Gessmann, Wilhelm",Gessmann,Wilhelm,Wilhelm Gessmann,ALIUINDEX437,"Wilhelm Gessmann,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX438,Ghirardi,Ghirardi,, Ghirardi,ALIUINDEX438," Ghirardi,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX439,"Gianferrari, Efi (nee Svedbergh)",Gianferrari,Efi (nee Svedbergh),Efi (nee Svedbergh) Gianferrari,ALIUINDEX439,"Efi (nee Svedbergh) Gianferrari,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX440,"Gianferrari, Prospero",Gianferrari,Prospero,Prospero Gianferrari,ALIUINDEX440,"Prospero Gianferrari,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX441,"Gieraths, Guenther",Gieraths,Guenther,Guenther Gieraths,ALIUINDEX441,"Guenther Gieraths,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX442,Giese Gallery,Giese Gallery,, Giese Gallery,ALIUINDEX442," Giese Gallery,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX443,"Giesler, Gauleiter",Giesler,Gauleiter,Gauleiter Giesler,ALIUINDEX443,"Gauleiter Giesler,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX444,"Gilhofer, H.",Gilhofer,H.,H. Gilhofer,ALIUINDEX444,"H. Gilhofer,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX445,"Gillet, Mme.",Gillet,Mme.,Mme. Gillet,ALIUINDEX445,"Mme. Gillet,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX446,"Gillhausen, Frau Maria",Gillhausen,Frau Maria,Frau Maria Gillhausen,ALIUINDEX446,"Frau Maria Gillhausen,Maria Gillhausen,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX447,Ginori,Ginori,, Ginori,ALIUINDEX447," Ginori,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX448,"Glant, Max",Glant,Max,Max Glant,ALIUINDEX448,"Max Glant,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX449,Gobbert,Gobbert,, Gobbert,ALIUINDEX449," Gobbert,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX450,"Gobin, L.H.",Gobin,L.H.,L.H. Gobin,ALIUINDEX450,"L.H. Gobin,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX451,"Gobin, R. Maurice",Gobin,R. Maurice,R. Maurice Gobin,ALIUINDEX451,"R. Maurice Gobin,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX452,Goebbels,Goebbels,, Goebbels,ALIUINDEX452," Goebbels,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX453,"Goepel, Dr. Erhard",Goepel,Dr. Erhard,Dr. Erhard Goepel,ALIUINDEX453,"Dr. Erhard Goepel,Erhard Goepel,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX454,"Goering, Hemann",Goering,Hemann,Hemann Goering,ALIUINDEX454,"Hemann Goering,,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX455,"Goernnert, Dr. Fritz",Goernnert,Dr. Fritz,Dr. Fritz Goernnert,ALIUINDEX455,"Dr. Fritz Goernnert,Fritz Goernnert,,"
https://www.archives.gov/research/holocaust/art/oss-art-looting-investigation-name-index2.html#g,ALIUINDEX456,"Goldschmidt, Arthur",Goldschmidt,Arthur,Arthur Goldschmidt,ALIUINDEX456,"Arthur Goldschmidt,,,"
